gene,log fold change,p-value,adjusted p-value,cluster
SUPT16H,-0.0140120415,4.5985821506864904e-11,1.7074220309124e-10,Fib9
SUPT20H,0.5375968,4.641663081190391e-11,1.7229988715718888e-10,Fib9
HOXB-AS1,1.3494076,4.6473804540476394e-11,1.7247020513988752e-10,Fib9
PPP4R3B,0.119011045,4.8997423295017905e-11,1.8179150858183108e-10,Fib9
SLC35E3,0.5571438,4.918483193679948e-11,1.8244252254361634e-10,Fib9
BAZ1B,-0.048259076,5.09122527604575e-11,1.888042391153164e-10,Fib9
CCDC14,0.7117759,5.132896790107093e-11,1.9025721540617776e-10,Fib9
EPDR1,1.2857926,5.2867367302124073e-11,1.9591194457543552e-10,Fib9
SHKBP1,0.832895,5.376201256646479e-11,1.9917893328953423e-10,Fib9
GPBP1L1,0.3944513,5.419208935694583e-11,2.0072360934222782e-10,Fib9
WAC-AS1,0.28144017,5.544928214949117e-11,2.0533037208084304e-10,Fib9
HBB,1.234352,5.5497571047805083e-11,2.0545937900029633e-10,Fib9
RPE,0.68574893,5.5909056281057026e-11,2.0693259866565208e-10,Fib9
ST6GALNAC4,0.9861441,5.6483571245301957e-11,2.090083698575551e-10,Fib9
CRY2,0.5211321,5.653274103272527e-11,2.0913965107165863e-10,Fib9
PANK2,0.69617337,5.718139378075274e-11,2.114880847460044e-10,Fib9
STAMBP,0.48326334,5.751018442133429e-11,2.126526427102109e-10,Fib9
ING4,0.35481235,5.7935383215127976e-11,2.141730345138141e-10,Fib9
WLS,0.09096326,5.880124908190919e-11,2.173213355253237e-10,Fib9
GMPR2,0.33244827,5.904668333364412e-11,2.1817563810387371e-10,Fib9
PIGQ,1.4842638,6.197331820018008e-11,2.289340835568926e-10,Fib9
RPL8,0.4393607,6.28549655353172e-11,2.321348158974783e-10,Fib9
GSKIP,1.1697965,6.486822678427459e-11,2.39512246586849e-10,Fib9
RPS6KA2,0.92004806,6.650285987687099e-11,2.454884448088942e-10,Fib9
UBB,0.5600229,6.680738549095781e-11,2.465529870438223e-10,Fib9
OSBPL1A,-0.11995961,6.716641444361656e-11,2.4781811126237753e-10,Fib9
DDIT3,0.31404427,6.766947294256395e-11,2.496139094898972e-10,Fib9
GBP3,0.6619233,6.843510195298733e-11,2.523771565262872e-10,Fib9
HSPA13,1.2425941,6.919251975170639e-11,2.551087953674427e-10,Fib9
NBN,0.19238555,6.946773628460302e-11,2.560616968502199e-10,Fib9
DESI2,0.27918884,7.05421572324852e-11,2.599593369665167e-10,Fib9
GXYLT2,0.7831666,7.244718068548573e-11,2.669152641029413e-10,Fib9
C3orf38,0.7397215,7.336104725580698e-11,2.7021702359113854e-10,Fib9
ITM2C,0.19602588,7.365800820199326e-11,2.712454376290856e-10,Fib9
PLEKHH2,0.18931076,7.368294651184585e-11,2.712718746609895e-10,Fib9
APOBEC3C,0.22583576,7.370401195911285e-11,2.7128404401818045e-10,Fib9
LUC7L,0.7726852,7.405857051802474e-11,2.7252340753139676e-10,Fib9
FAHD2A,1.180971,7.559579364437857e-11,2.7811307177305876e-10,Fib9
CKB,0.11457185,7.561398278713669e-11,2.7811307177305876e-10,Fib9
FAIM,0.4569826,7.659336642029486e-11,2.816474896653837e-10,Fib9
JMJD6,1.0299984,7.745351054441216e-11,2.8467333338929156e-10,Fib9
WDR55,0.69950354,7.790526033679475e-11,2.862648187742458e-10,Fib9
KPNA3,0.56139964,7.973337523380394e-11,2.929118101722836e-10,Fib9
HCCS,0.99065757,8.07758099268852e-11,2.966699919771992e-10,Fib9
WSB2,0.7918004,8.092147372881284e-11,2.9713353634798466e-10,Fib9
PDLIM5,0.093486875,8.249438631917019e-11,3.028362775835916e-10,Fib9
UBE2Q1,0.29097742,8.260712150791116e-11,3.031772659859066e-10,Fib9
BACE1,0.037233744,8.38188332125974e-11,3.0755048698592973e-10,Fib9
PRMT5,0.34145662,8.482054313505765e-11,3.111512479317977e-10,Fib9
SAMD9L,0.72985566,8.498034435816169e-11,3.1166260746000475e-10,Fib9
CIAO1,0.27257493,8.676485604841156e-11,3.1813086321159063e-10,Fib9
SMARCC1,0.34680387,8.736714103606672e-11,3.202623180527764e-10,Fib9
ANKRD39,1.1381135,8.808036406044601e-11,3.2279931886355877e-10,Fib9
CYS1,0.42729342,9.073752919251148e-11,3.3245760576052117e-10,Fib9
ASH1L,-0.06592268,9.17540388480958e-11,3.3610142527689767e-10,Fib9
FBLN1,0.611995,9.606252555445815e-11,3.517993473613877e-10,Fib9
OLFML3,0.31089061,9.858130194006678e-11,3.6093705348382556e-10,Fib9
GALNT2,0.33050346,9.891488261174344e-11,3.6207161080622596e-10,Fib9
MAP3K8,0.6318384,1.0062346105828e-10,3.6814930962041363e-10,Fib9
BRWD1,0.41112974,1.0227224806045578e-10,3.740025351025765e-10,Fib9
HDGFL2,0.91004586,1.0287888999703125e-10,3.761309345870398e-10,Fib9
PPP2R2A,0.17678349,1.0398934794557363e-10,3.8009985400063103e-10,Fib9
ASXL1,0.3368357,1.064915570867145e-10,3.8915275944965646e-10,Fib9
SMC2,0.50521517,1.0699326813680746e-10,3.9089265027259845e-10,Fib9
PSME3,0.1872467,1.073690647037723e-10,3.9217179898376897e-10,Fib9
TMEM33,0.3920211,1.0841523495133426e-10,3.958983298784678e-10,Fib9
PELO,0.8690188,1.0892499101134401e-10,3.976647317634512e-10,Fib9
C1orf56,1.3583516,1.0927237599943086e-10,3.9883764477689527e-10,Fib9
C16orf72,0.30059576,1.1072559185352261e-10,4.0404524977605305e-10,Fib9
NSD3,-0.15192589,1.1142188957386695e-10,4.0648898095075655e-10,Fib9
OCEL1,0.58872473,1.1330924345218071e-10,4.132757148357355e-10,Fib9
SECTM1,0.8438662,1.1467303300069137e-10,4.1815005468741003e-10,Fib9
PAF1,0.18596123,1.2478486995160499e-10,4.5491381587369124e-10,Fib9
TNRC6B,0.013076402,1.2519836863607677e-10,4.563123552651092e-10,Fib9
SLC16A7,0.5021165,1.2587398069459082e-10,4.5866532803193576e-10,Fib9
FIP1L1,-0.015903426,1.2834497148326874e-10,4.675577007886787e-10,Fib9
ABHD5,0.824763,1.2885038005532754e-10,4.6928697075468e-10,Fib9
AKT1,0.26082778,1.3163723053197486e-10,4.793226928190503e-10,Fib9
STK32C,1.3029287,1.3219456088067152e-10,4.81237349249823e-10,Fib9
UBALD1,1.3585442,1.3358560012493606e-10,4.861853804880625e-10,Fib9
DHX30,1.164043,1.33884400112651e-10,4.871567917391005e-10,Fib9
IRAK4,1.0060283,1.3602060543742336e-10,4.948117999658591e-10,Fib9
PROS1,-0.10853514,1.3686894797174798e-10,4.977793286353454e-10,Fib9
NCBP3,0.56550545,1.3983447030401414e-10,5.084435929287827e-10,Fib9
REST,0.051742967,1.4070709380566003e-10,5.11494730576263e-10,Fib9
MLH1,0.6239404,1.4083233710790943e-10,5.118282058823022e-10,Fib9
RAMP1,1.4459652,1.4118045819014175e-10,5.129713365495755e-10,Fib9
THTPA,1.0518428,1.4287122755023756e-10,5.189912011486037e-10,Fib9
SGMS2,0.87223566,1.4415708180228484e-10,5.235376663171424e-10,Fib9
ROBO2,0.32108307,1.4526577861681523e-10,5.274387374309134e-10,Fib9
RDH10,1.6401103,1.4625924238670116e-10,5.309196595667444e-10,Fib9
SLC25A24,0.84999263,1.4911172374127197e-10,5.410610696986341e-10,Fib9
SIRT6,1.1992774,1.4912386929173484e-10,5.410610696986341e-10,Fib9
GPX4,0.5527191,1.497035604248169e-10,5.430353563260694e-10,Fib9
LINC01184,0.65695405,1.5266119118189558e-10,5.536324062923682e-10,Fib9
MSMO1,0.6150411,1.5524923683202068e-10,5.628844273935714e-10,Fib9
NUPL2,0.82130104,1.5945100996440505e-10,5.779815323223273e-10,Fib9
ZNF688,0.78272635,1.5953355036575793e-10,5.781435306849235e-10,Fib9
UQCC1,0.99893636,1.6200053264910582e-10,5.869445294627825e-10,Fib9
EPN2,0.75498873,1.6301170121443976e-10,5.90468042696364e-10,Fib9
OGFOD1,0.57039285,1.6331673525443692e-10,5.914327005717221e-10,Fib9
UNC93B1,1.2155042,1.63857032701071e-10,5.932486784804122e-10,Fib9
UCHL1,0.68673,1.6517454805035108e-10,5.977751649818822e-10,Fib9
STRN3,0.7865126,1.6518553004180195e-10,5.977751649818822e-10,Fib9
UBE2M,0.5316587,1.6624681347814217e-10,6.014732534056424e-10,Fib9
GNPTAB,1.0597434,1.732857078068625e-10,6.267911879587556e-10,Fib9
NUDT16,0.4056945,1.7410211044390044e-10,6.295951081985273e-10,Fib9
ARHGAP12,0.13269351,1.7782070127210688e-10,6.428902276760787e-10,Fib9
SOS1,0.45037168,1.778744759161227e-10,6.429324703309924e-10,Fib9
KIAA1191,0.2788554,1.8125975816543866e-10,6.550136754144963e-10,Fib9
LRRC47,0.40331674,1.824393104046647e-10,6.591202616914034e-10,Fib9
AFG3L2,0.4733541,1.84331343605634e-10,6.657983621603356e-10,Fib9
VMA21,0.44291514,1.8760985119827236e-10,6.774800182159835e-10,Fib9
ZMYND11,0.12695362,1.938957790874279e-10,7.000137143844152e-10,Fib9
PQLC1,0.71905315,1.9654630001047706e-10,7.094151069612564e-10,Fib9
C11orf49,0.504529,2.1071015845766075e-10,7.603585330594774e-10,Fib9
PCCB,0.969537,2.1078292063350056e-10,7.604414531593578e-10,Fib9
TRUB2,0.5579046,2.1102615524512466e-10,7.611392022123446e-10,Fib9
DNAJC9,0.6011925,2.1114089591234337e-10,7.613732731494441e-10,Fib9
MRPL44,0.9547767,2.1434071621957345e-10,7.727293934986983e-10,Fib9
FBXL5,0.13502054,2.1508328528778797e-10,7.752234975863523e-10,Fib9
FNDC3A,0.13245389,2.1542466644526407e-10,7.762707666787942e-10,Fib9
TAF6,0.6551606,2.1868627301119215e-10,7.878379293032924e-10,Fib9
NINJ2,0.93129754,2.230736598806031e-10,8.034544104400407e-10,Fib9
OSTM1,0.8284528,2.23370063971059e-10,8.043323260626889e-10,Fib9
SLC16A1-AS1,1.5136753,2.251086969653935e-10,8.104019199025184e-10,Fib9
NIP7,0.8091062,2.301628786231157e-10,8.284019724241499e-10,Fib9
RETREG2,-0.025575027,2.335925937715669e-10,8.405481436656501e-10,Fib9
ASL,1.0975548,2.3648762450795466e-10,8.507650646158755e-10,Fib9
HMGB3,1.1579365,2.457189066165367e-10,8.83766493658488e-10,Fib9
MYO10,0.62744546,2.4672453869685885e-10,8.871745123810072e-10,Fib9
NCAPH2,0.7039299,2.4692686984065266e-10,8.876930893894961e-10,Fib9
RBM22,0.02637103,2.5231670848510715e-10,9.068559346141204e-10,Fib9
SFXN3,0.100615524,2.5301905417092385e-10,9.091663261493441e-10,Fib9
EDN3,1.689935,2.546249425691301e-10,9.147215422726863e-10,Fib9
CHRD,1.0223446,2.613204823455045e-10,9.385540483958572e-10,Fib9
SLC2A8,0.9081178,2.644269616378009e-10,9.494879734408576e-10,Fib9
ELL2,1.2319248,2.680507671675971e-10,9.622739056369085e-10,Fib9
RPL7A,0.41821375,2.8818485628347784e-10,1.0343100751245593e-09,Fib9
UBE3A,0.026087556,2.917686735489459e-10,1.0469265887855646e-09,Fib9
NUDT9,0.3185492,2.9336614957311334e-10,1.0524114454507529e-09,Fib9
CDC73,0.38813055,2.947873277741402e-10,1.0572614303240177e-09,Fib9
SAFB,0.47505412,2.9877984630296007e-10,1.0713291437271633e-09,Fib9
CCDC102A,0.967881,3.004563822757055e-10,1.0770878289747482e-09,Fib9
ESD,0.024376381,3.0128053256314445e-10,1.079788863186774e-09,Fib9
PDCD7,0.2253558,3.0156818823229376e-10,1.0805662855379513e-09,Fib9
HOOK2,1.3725739,3.0347654772732717e-10,1.0871492182305167e-09,Fib9
MRPL35,0.5999593,3.0517436704559284e-10,1.0929750191374984e-09,Fib9
ZNF106,-0.018013751,3.0668933858804887e-10,1.0981433771524722e-09,Fib9
EVL,0.4365011,3.09915026855355e-10,1.1094333337744428e-09,Fib9
GBP2,-0.1505489,3.113577666535651e-10,1.114336899164294e-09,Fib9
SPRED1,0.2705378,3.1197484530645153e-10,1.1162838515005968e-09,Fib9
HTATIP2,0.58487844,3.1306672205708507e-10,1.1199283792557317e-09,Fib9
DYNC1H1,0.0012469502,3.2109752612903463e-10,1.1483878978274417e-09,Fib9
IMMP1L,1.0858936,3.23961795340173e-10,1.1583605861004546e-09,Fib9
ZHX1,0.14118043,3.3333923251161455e-10,1.1916116959080067e-09,Fib9
CACNB4,1.275546,3.342489132857741e-10,1.1945840314553579e-09,Fib9
MDM2,0.6904491,3.3571432531750305e-10,1.1995406594678032e-09,Fib9
CSNK1E,0.24022418,3.3758311860136593e-10,1.2059359533760207e-09,Fib9
IL1RAP,1.7458848,3.3839345742238746e-10,1.2085480622228123e-09,Fib9
STXBP3,0.34754553,3.448672562873432e-10,1.2312897861049025e-09,Fib9
ZMYM2,0.6239401,3.449223564479789e-10,1.2312897861049025e-09,Fib9
REPIN1,0.6309983,3.503589864706444e-10,1.2504050276493208e-09,Fib9
CCDC159,1.6621556,3.5292923598231823e-10,1.2592838307941862e-09,Fib9
ROR1,1.0438355,3.5401951455196284e-10,1.2628790482908064e-09,Fib9
CCDC186,0.13250713,3.5951259813963904e-10,1.2821748626156868e-09,Fib9
DDX54,0.39777255,3.612956518739289e-10,1.288233212505664e-09,Fib9
USP15,0.26095495,3.6306627120678905e-10,1.2942444090277018e-09,Fib9
CLIC3,1.7852122,3.638834925852424e-10,1.2968549578253797e-09,Fib9
LPP,-0.15757534,3.6457293252437205e-10,1.2990089909749902e-09,Fib9
EIPR1,1.2899485,3.6894234408451405e-10,1.3142710601424796e-09,Fib9
PCYT1A,0.5410562,3.693036289437052e-10,1.3152513248111673e-09,Fib9
LTV1,0.24357459,3.714032098962133e-10,1.3224205200850018e-09,Fib9
ATF5,1.0322698,3.832663596538304e-10,1.3643424944563646e-09,Fib9
TRIM56,-0.010675729,3.9012741341830565e-10,1.3884427399731173e-09,Fib9
MITF,0.20748982,3.9120792663750297e-10,1.3919639132047188e-09,Fib9
COMTD1,1.2112308,3.929081239140469e-10,1.3976878418227914e-09,Fib9
UNC119,1.0139701,4.1425890373573416e-10,1.4732956355211498e-09,Fib9
DOHH,1.6549939,4.1563592596148943e-10,1.4778488754799234e-09,Fib9
SYS1,0.15546697,4.2000023400494966e-10,1.4930192167618354e-09,Fib9
LRRN4CL,0.0901037,4.380609664378498e-10,1.5568592978916137e-09,Fib9
NUDCD3,0.20645148,4.4206098057239223e-10,1.5707098111754574e-09,Fib9
EMID1,0.25610286,4.5367348967762154e-10,1.6115959429827136e-09,Fib9
PLK3,1.2009575,4.5469580339373676e-10,1.6148519871749198e-09,Fib9
TRIM69,0.4727323,4.5504692208669123e-10,1.6157233228438422e-09,Fib9
ZNF532,0.2768076,4.5840734794070487e-10,1.6272768393665504e-09,Fib9
ZNF720,0.9358941,4.6053152547305697e-10,1.6344375119890671e-09,Fib9
OGT,0.43809468,4.6278543281544645e-10,1.6420551652162474e-09,Fib9
VPS26B,0.1648299,4.6296901411577744e-10,1.642325055879819e-09,Fib9
MYO1E,1.427481,4.6343997455271645e-10,1.6436140263043287e-09,Fib9
HADHA,-0.21112819,4.687765197214443e-10,1.6621544426056316e-09,Fib9
NSD1,0.4729148,4.745046174273993e-10,1.682074270411586e-09,Fib9
ACOX1,0.5576229,4.779191041125158e-10,1.6937852239718514e-09,Fib9
CLUAP1,0.29043344,4.79567946025917e-10,1.699171045159096e-09,Fib9
MYLIP,-0.06235569,4.796612469215072e-10,1.699171045159096e-09,Fib9
EXOC5,0.46738166,4.809554608388644e-10,1.703360691934536e-09,Fib9
ENTPD1,0.5241202,4.942786157366158e-10,1.7501404393548465e-09,Fib9
C1orf167,1.7917528,5.006852448249485e-10,1.772414163314273e-09,Fib9
FKBP4,0.39927766,5.045121327621008e-10,1.7855474578176762e-09,Fib9
TRPM7,0.56601495,5.18665470736705e-10,1.8347881115106918e-09,Fib9
GON7,1.1973113,5.269197956186777e-10,1.863556350561543e-09,Fib9
STARD7,0.16145898,5.286384123008354e-10,1.8692017934942736e-09,Fib9
THRA,0.08281344,5.314079856041291e-10,1.878559819510084e-09,Fib9
SH2D4A,0.9955518,5.438773213706118e-10,1.9221948366349135e-09,Fib9
HES1,-0.041669227,5.440687846526689e-10,1.9224267142191803e-09,Fib9
CASP3,1.1187154,5.46359708013364e-10,1.9300750554819924e-09,Fib9
ZDHHC20,0.7237364,5.579282279562786e-10,1.9704864004698626e-09,Fib9
EDN1,3.1323912,5.624599533606378e-10,1.9860323133573145e-09,Fib9
TTYH3,1.3670588,5.761642384819035e-10,2.033951639198307e-09,Fib9
SECISBP2L,0.4202909,5.945977061941773e-10,2.098539732466742e-09,Fib9
KIFAP3,0.15129347,5.982825264128846e-10,2.111056962567986e-09,Fib9
DBP,0.39449525,5.991020109121433e-10,2.1134603271785195e-09,Fib9
ZBTB16,0.23323132,6.110229797600432e-10,2.1550163970987438e-09,Fib9
EIF2B4,0.52494985,6.145825571840241e-10,2.1670703049367422e-09,Fib9
SULF1,1.5583309,6.206949920238004e-10,2.1881181636657172e-09,Fib9
PLA2G15,1.4486803,6.268846762337575e-10,2.209428571636051e-09,Fib9
LMBRD1,-0.18288104,6.340868101234163e-10,2.234296660815498e-09,Fib9
ARHGAP18,0.41885245,6.45447792522353e-10,2.2738042045154386e-09,Fib9
RNF41,0.4794836,6.508719306776784e-10,2.292383846230468e-09,Fib9
SECISBP2,0.59983015,6.620953031129381e-10,2.331375231685138e-09,Fib9
TMX4,-0.12463677,6.62559321258759e-10,2.3324714524608304e-09,Fib9
IL13RA1,-0.16429079,6.732283185790892e-10,2.3694844622800894e-09,Fib9
HS1BP3,1.023093,6.738203120728853e-10,2.371021715483373e-09,Fib9
ALKBH3,0.57943356,6.740900057802842e-10,2.371424421532437e-09,Fib9
LACTB2,1.0503769,6.870322898365748e-10,2.416398394486226e-09,Fib9
SYNE1,-0.038650203,6.920108843074199e-10,2.433205539515747e-09,Fib9
GSTM4,0.22664629,6.921294971650357e-10,2.433205539515747e-09,Fib9
MAPK3,0.1449067,7.0407137917877e-10,2.4746181125070665e-09,Fib9
ENDOV,1.0786446,7.097577286750964e-10,2.494030206006924e-09,Fib9
NDUFS1,0.40717718,7.333204634033702e-10,2.5762350686491445e-09,Fib9
SUN1,0.06178113,7.423795688344462e-10,2.6068615894129115e-09,Fib9
ITGA11,0.37469673,7.512265084367028e-10,2.6373212862263014e-09,Fib9
AC092807.3,2.1692474,7.517835135457687e-10,2.6386703054714197e-09,Fib9
LAMP5,3.3945878,7.584990787664996e-10,2.661629549312723e-09,Fib9
ADAR,-0.0287866,7.640747312879797e-10,2.6805791273366764e-09,Fib9
ALDH3B1,0.98360497,7.712103881063399e-10,2.704991659775968e-09,Fib9
SNAP47,0.9390356,7.718313139386666e-10,2.7065480533547134e-09,Fib9
TXLNA,0.34977543,7.725847718422335e-10,2.708568370413155e-09,Fib9
MBOAT7,0.6803873,7.727773761160116e-10,2.7086219412969427e-09,Fib9
RNF168,0.54825795,7.77092939977066e-10,2.723123344379372e-09,Fib9
AGPAT1,0.23177958,7.818605326788662e-10,2.739201751529743e-09,Fib9
EFS,0.062167786,7.908057199243472e-10,2.7699053822160984e-09,Fib9
MRPL45,0.20714267,8.076452148160241e-10,2.828239490214298e-09,Fib9
ATF7,0.35872495,8.174475372254824e-10,2.8619094960163287e-09,Fib9
GFM1,0.7612904,8.460094816162668e-10,2.961227046674719e-09,Fib9
FXN,1.0708202,8.622960862241789e-10,3.017542432319435e-09,Fib9
NR4A2,0.6740744,8.763026428494573e-10,3.0658549861487544e-09,Fib9
MAT2B,0.3174126,9.015753263266118e-10,3.1535523493563075e-09,Fib9
GNAI1,0.15964143,9.071635575633208e-10,3.1723725599312556e-09,Fib9
SMG1,0.49640793,9.172568783021557e-10,3.206934954466795e-09,Fib9
VTA1,0.3876848,9.239416881050729e-10,3.2295673422894715e-09,Fib9
UBXN2A,0.36913887,9.290654875978568e-10,3.2467342308527252e-09,Fib9
CHRNB1,0.7171494,9.498863220084024e-10,3.3187359489200243e-09,Fib9
ANGPTL4,0.7280218,9.55427857962417e-10,3.337333759518847e-09,Fib9
PIP5K1A,1.0026611,9.557054222123786e-10,3.337540083286256e-09,Fib9
ORAI2,0.89956814,9.602251771895624e-10,3.352557618644701e-09,Fib9
KCNK15,2.142588,9.631475813972023e-10,3.361992528757373e-09,Fib9
NDUFAF1,0.67886144,9.804761900029823e-10,3.421698378408854e-09,Fib9
RBM14,0.7560879,1.0080171209828835e-09,3.5170081139820794e-09,Fib9
MCM7,1.8618863,1.0393716769709512e-09,3.6255771559103177e-09,Fib9
NUDT18,1.4550483,1.0413207309370439e-09,3.631546613028161e-09,Fib9
NPM1,0.47911674,1.0438118663007428e-09,3.6385728566279884e-09,Fib9
GUCD1,0.3157792,1.0479075428264046e-09,3.6520163624625435e-09,Fib9
UBA1,-0.16700168,1.0614882537202013e-09,3.6985020701587764e-09,Fib9
FAM107B,0.36647728,1.1026764224136693e-09,3.841136226309875e-09,Fib9
TMEM69,0.57485,1.1239617784640708e-09,3.9143903707338535e-09,Fib9
USP53,0.13854784,1.1623367597043441e-09,4.047115113855449e-09,Fib9
TXNDC11,0.8210248,1.1760840194513293e-09,4.094048176189393e-09,Fib9
RXRB,0.65982,1.200760922649979e-09,4.178998198559679e-09,Fib9
CUL1,0.24802332,1.2219092824404786e-09,4.251631956555424e-09,Fib9
BLMH,0.5787339,1.226287645206294e-09,4.265894734804405e-09,Fib9
FDFT1,0.13599323,1.2272118074811618e-09,4.2681376045707525e-09,Fib9
CPPED1,0.6193196,1.2278081226477572e-09,4.2692394886056204e-09,Fib9
PAWR,1.2548095,1.237335410697698e-09,4.3013878922183285e-09,Fib9
TACO1,0.9323991,1.2482078406927533e-09,4.33819676145206e-09,Fib9
KIDINS220,0.09390923,1.2958305262088697e-09,4.502010960370174e-09,Fib9
NT5DC2,0.98539275,1.2959307491160493e-09,4.502010960370174e-09,Fib9
F8A1,0.4179756,1.3188687029028057e-09,4.580654715061473e-09,Fib9
FRMD8,0.6535984,1.3235481959249118e-09,4.595862398898165e-09,Fib9
REXO4,0.7146848,1.3256517921123533e-09,4.602120710117317e-09,Fib9
GAS2L1,0.8702551,1.3369042154661848e-09,4.64012994575005e-09,Fib9
DNM1L,0.4975358,1.3437777012075521e-09,4.66292693910617e-09,Fib9
MFAP1,0.28684935,1.3512074895476746e-09,4.6876435164298725e-09,Fib9
GLYR1,0.87368184,1.365842091321796e-09,4.737338316289836e-09,Fib9
ASCC1,0.6988304,1.3797398092821743e-09,4.7844552977945996e-09,Fib9
NDUFAF4,0.7611106,1.3923088629076987e-09,4.826944593943508e-09,Fib9
SQLE,1.0289977,1.393227672395422e-09,4.829033967742245e-09,Fib9
PCGF2,0.2653799,1.4083451699984701e-09,4.880324970899871e-09,Fib9
MED16,1.0568223,1.4218561315873805e-09,4.926026856429403e-09,Fib9
RBFOX2,-0.136676,1.4485571897950839e-09,5.017394801387733e-09,Fib9
MINPP1,1.0903516,1.4539903995687467e-09,5.035072172616778e-09,Fib9
EMC1,0.6300837,1.458492346401987e-09,5.0495173597666254e-09,Fib9
TMEM39B,0.8190849,1.4698221862406199e-09,5.08697197491831e-09,Fib9
CDC42EP3,0.92052007,1.4699767134068362e-09,5.08697197491831e-09,Fib9
RFC2,0.74118435,1.4852390599241673e-09,5.1386243805983356e-09,Fib9
ZNF638,-0.056806725,1.5025596295253098e-09,5.197372812726247e-09,Fib9
STOM,-0.037378177,1.5131734604956003e-09,5.232901201962937e-09,Fib9
NGDN,0.30863985,1.5467105908820602e-09,5.3476695961347826e-09,Fib9
ALG1,0.980128,1.5884987115023472e-09,5.4909069513913445e-09,Fib9
ANXA1,0.5361998,1.5924033729253457e-09,5.50315871525671e-09,Fib9
FAM210B,-0.09465807,1.6029736822006666e-09,5.538435420858445e-09,Fib9
PIEZO1,1.2641237,1.6162206086604187e-09,5.582942061801876e-09,Fib9
RSPO3,0.87351036,1.6212114095462607e-09,5.5989157315892226e-09,Fib9
RHBDF1,0.3119761,1.634947967868456e-09,5.645079161209463e-09,Fib9
BECN1,0.19825436,1.6522118529737284e-09,5.70339797834434e-09,Fib9
TNRC6A,0.1785427,1.6576120284240238e-09,5.720746437907131e-09,Fib9
LETMD1,0.06852169,1.677872721682042e-09,5.7893620564023475e-09,Fib9
NOL10,0.5532462,1.6858018342265166e-09,5.815407185593957e-09,Fib9
H2AFX,1.0347364,1.7329149013560256e-09,5.976580518901171e-09,Fib9
IDS,-0.12252374,1.7405142551041576e-09,6.001434592938151e-09,Fib9
KATNA1,0.32485858,1.7582499139793635e-09,6.061220364711076e-09,Fib9
DVL2,0.60166067,1.7680529447216127e-09,6.093639154021352e-09,Fib9
TCTEX1D2,1.1307164,1.7795840272623818e-09,6.131997747898236e-09,Fib9
THUMPD3,0.47135976,1.7887543448630754e-09,6.162206273744582e-09,Fib9
SUPT7L,0.7858956,1.796166318487305e-09,6.1863450991868284e-09,Fib9
YEATS4,0.84936893,1.7999901934010901e-09,6.198117719612636e-09,Fib9
MIA3,-0.0019074207,1.8431577136096477e-09,6.345331096548877e-09,Fib9
GSTM3,-0.15983838,1.87492651200464e-09,6.453245261575232e-09,Fib9
MRM2,0.5022668,1.9109500385223193e-09,6.575751709490523e-09,Fib9
CNOT9,0.7053609,1.9175730428189798e-09,6.597055907445927e-09,Fib9
RBM23,0.37162375,1.9188281959570058e-09,6.59988756884559e-09,Fib9
ELMOD2,0.8313945,1.957020618354857e-09,6.729736592834408e-09,Fib9
RAE1,0.5389874,1.957633427570677e-09,6.730328743223519e-09,Fib9
ACAP3,0.6277563,1.997466741601456e-09,6.865730080549559e-09,Fib9
SMARCD2,0.12279773,2.0254639190709875e-09,6.960396257324935e-09,Fib9
PHF1,0.45897725,2.0542714619365217e-09,7.057803999343313e-09,Fib9
MXRA7,-0.1877261,2.058615434163386e-09,7.071138015931126e-09,Fib9
EXOC1,0.26552796,2.1082962756472687e-09,7.240158635456842e-09,Fib9
IL17RC,1.0931317,2.11307427380057e-09,7.254935835536909e-09,Fib9
LY6D,2.2221127,2.1577662755502473e-09,7.406714575062927e-09,Fib9
SLAIN2,0.20212102,2.202034072315566e-09,7.556969322538815e-09,Fib9
MAPKAPK2,0.48049822,2.209867914975112e-09,7.582150135050502e-09,Fib9
GGA2,0.48635444,2.224058891636858e-09,7.629126334999553e-09,Fib9
TIMM10B,0.40304855,2.2470614497318218e-09,7.706300773384279e-09,Fib9
TCTA,0.3789208,2.271192760783828e-09,7.787310756671823e-09,Fib9
CNOT4,0.15311538,2.3353545245534242e-09,8.005507262691551e-09,Fib9
MRPL10,0.17123607,2.36317239339954e-09,8.099048308094678e-09,Fib9
SNX14,0.22062063,2.3674957426510096e-09,8.112045192685998e-09,Fib9
GLI3,0.12114406,2.3680367026962587e-09,8.112079083580479e-09,Fib9
CXCL1,1.7254974,2.378255529715179e-09,8.145258568699409e-09,Fib9
MPRIP,0.17110191,2.405089158188923e-09,8.235314254950864e-09,Fib9
TMEM234,1.5102665,2.431006327748392e-09,8.322192213437179e-09,Fib9
SRRT,0.52131546,2.4338335252085173e-09,8.330003830956778e-09,Fib9
ATP2C1,0.279593,2.441253275652132e-09,8.35352683368869e-09,Fib9
YPEL2,0.6018436,2.4588615479439797e-09,8.411894769282035e-09,Fib9
API5,-0.00749625,2.460375598857147e-09,8.415189716198594e-09,Fib9
KLF4,0.06137081,2.4675840160505004e-09,8.437955192561315e-09,Fib9
TMED5,0.34776214,2.4804669538477147e-09,8.480110277534432e-09,Fib9
SLC26A2,0.57623,2.4971418196214695e-09,8.535207271138497e-09,Fib9
SERTAD3,0.6030363,2.53772042355968e-09,8.671964087220159e-09,Fib9
