gene,log fold change,p-value,adjusted p-value,cluster
IER3,1.1089437,8.458606955107305e-10,5.147618376066298e-08,Fib10
DYNLL1,0.53174615,9.382051774946553e-10,5.664460113134727e-08,Fib10
RBM39,0.81592864,9.758810954076745e-10,5.868733752894578e-08,Fib10
PPP1R10,1.6794115,1.0383019946363974e-09,6.195337096902723e-08,Fib10
ZFHX3,1.5883257,1.0901075025993292e-09,6.479140895799515e-08,Fib10
CDH19,6.27682,1.3012574572847203e-09,7.704150255823295e-08,Fib10
DNAJB6,1.0368605,1.3828390314009912e-09,8.124179309480824e-08,Fib10
SAT1,1.1441263,1.4531418372590605e-09,8.472038764935934e-08,Fib10
SEPT9,1.5038466,1.6426896971423221e-09,9.540716777128886e-08,Fib10
GPM6B,1.9471267,1.978168646200427e-09,1.1402462668193026e-07,Fib10
SEPT7,0.61100703,2.1635734040748994e-09,1.2377746721814265e-07,Fib10
TJP1,1.5922917,2.568968732062936e-09,1.4587731368870388e-07,Fib10
INTS6,1.5775666,3.072927883404101e-09,1.7384804969999129e-07,Fib10
HEXIM1,1.2900757,3.1591210843477597e-09,1.7806485078749824e-07,Fib10
MXRA5,0.81429404,3.727500977355898e-09,2.0932932878349757e-07,Fib10
NDRG2,1.3841342,4.265235248159322e-09,2.386500674565335e-07,Fib10
SPON1,1.0545933,4.43806567366412e-09,2.474140626467863e-07,Fib10
MRAS,1.9283057,4.763737402753874e-09,2.64603959371147e-07,Fib10
PRNP,0.64094114,4.980035043235915e-09,2.7561606987474136e-07,Fib10
EMP1,0.5175033,5.8047821766286146e-09,3.1852939334235426e-07,Fib10
EIF4A3,1.2751806,6.929867202966939e-09,3.7804900544757143e-07,Fib10
FGL2,0.84051925,7.116623796094233e-09,3.868556173855495e-07,Fib10
ITGB1,0.6884297,8.255919974029623e-09,4.4404640001162847e-07,Fib10
CIRBP,0.519938,8.446305396205688e-09,4.5269233307733994e-07,Fib10
SDCBP,0.7345902,9.382577353081541e-09,5.011149268123096e-07,Fib10
EIF5,0.65015423,9.94427187259143e-09,5.292639472259028e-07,Fib10
MYLIP,1.0068837,1.4279492012604541e-08,7.547378563755515e-07,Fib10
NOTCH3,1.4154707,1.5688374318279633e-08,8.235048718615855e-07,Fib10
SEMA5A,1.480383,1.629097444895533e-08,8.492990945658453e-07,Fib10
ROCK1,1.0077866,1.8243379244661998e-08,9.478490406877959e-07,Fib10
TXN,0.5235188,2.424043262482353e-08,1.2383699275725065e-06,Fib10
RPL3,0.91397846,2.470191713401131e-08,1.2535607449236637e-06,Fib10
P2RY14,2.4613433,2.5666763663411896e-08,1.2939267820416393e-06,Fib10
SRSF3,0.634652,2.87760999121319e-08,1.4364540070516824e-06,Fib10
SKP1,0.4951406,2.9548321934977434e-08,1.4654240829765594e-06,Fib10
RNF24,1.1847489,3.102807177202543e-08,1.5288832139280274e-06,Fib10
RPL7,0.83089274,3.1859941061866783e-08,1.564825079485579e-06,Fib10
MCL1,0.99470514,3.298954875530622e-08,1.6151133244785339e-06,Fib10
KLF10,1.1699662,3.7591880457698917e-08,1.8287132929660859e-06,Fib10
CAVIN2,3.378432,4.03973310670868e-08,1.9527507343346546e-06,Fib10
HNRNPA1,0.4716227,4.664244396265944e-08,2.247518395992501e-06,Fib10
NRP2,1.8120948,5.016978415930254e-08,2.4023305737722456e-06,Fib10
DUSP6,2.275635,6.482487938988921e-08,3.0656347761007976e-06,Fib10
TIPARP,2.0599678,6.513321135124523e-08,3.070709269723058e-06,Fib10
GPC1,1.5190006,6.555098955960154e-08,3.0808965093012726e-06,Fib10
KLF2,1.3952686,6.754417947884261e-08,3.164838470979512e-06,Fib10
DDIT4L,2.9649823,7.700385372394401e-08,3.597045460652125e-06,Fib10
FNBP1,0.9770153,7.858985291679929e-08,3.6599390344637474e-06,Fib10
COL15A1,0.71393836,8.368740828300726e-08,3.885486813139623e-06,Fib10
ITGB4,4.474494,8.684890303592066e-08,4.007906325902381e-06,Fib10
NPM1,0.45361686,9.311919511337423e-08,4.284324413725275e-06,Fib10
SLC2A1,4.109219,1.0079939802618731e-07,4.6237561707207544e-06,Fib10
CDO1,1.5395079,1.0228246077061214e-07,4.677738288236828e-06,Fib10
SERPINE2,0.89787227,1.0617463224639953e-07,4.841246291235083e-06,Fib10
PNRC1,0.5461317,1.0786857347194541e-07,4.903846606499899e-06,Fib10
F2R,1.0436405,1.110749612516233e-07,5.034629178393312e-06,Fib10
FLNB,1.3845178,1.1199892649799425e-07,5.061489947505509e-06,Fib10
HNRNPA0,0.7407941,1.1922190677701806e-07,5.356219488291032e-06,Fib10
AQP3,2.990643,1.2211235407874443e-07,5.453994761850355e-06,Fib10
VIT,0.982996,1.2654128958422397e-07,5.635330024486942e-06,Fib10
