"","gene","log.fold.change","p.value","adjusted.p.value","cluster","adjusted.p.value_minus_log10"
"916","TUBB4A",4.6443,2.74865656263142e-23,3.01621616337607e-22,"Fib1",21.5205375370737
"917","MYO1C",0.6413912,2.56797897946728e-23,2.82403735862942e-22,"Fib1",21.5491295623868
"918","AKR1B1",0.6561437,2.61557589818269e-23,2.87224456108847e-22,"Fib1",21.5417785842733
"919","GPR1",1.7298268,2.83288488936356e-23,3.10418340638654e-22,"Fib1",21.5080526269665
"920","MYO1D",0.7909307,2.80995530520226e-23,3.0812682905215e-22,"Fib1",21.5112704853831
"921","DYNC1H1",0.5965977,2.8818668793604e-23,3.15333213339758e-22,"Fib1",21.5012302835797
"922","SNCA",3.391877,3.59999111399122e-23,3.92784744758685e-22,"Fib1",21.4058453879823
"923","SUMF1",0.9558216,3.30324173566013e-23,3.60922872047271e-22,"Fib1",21.4425855953881
"924","PLEKHM1",1.578916,3.48574839351285e-23,3.80591899291699e-22,"Fib1",21.4195404596916
"925","VCAN",0.4100475,4.05014212416012e-23,4.4158401817663e-22,"Fib1",21.3549866529947
"926","WDR1",0.6356997,4.63166224757839e-23,5.04626539456205e-22,"Fib1",21.2970299126843
"927","SH3PXD2B",0.79297805,4.76654202798938e-23,5.18951742534125e-22,"Fib1",21.2848730254378
"928","LRPAP1",0.58672005,6.60436163474773e-23,7.16488806610593e-22,"Fib1",21.1447905900053
"929","MESD",0.75773615,6.64911364300827e-23,7.20831872937909e-22,"Fib1",21.1421660184565
"930","STAC",2.7956007,7.67587101566391e-23,8.29787188706767e-22,"Fib1",21.0810332746371
"931","LUM",0.3724081,8.02097231735327e-23,8.6586821305704e-22,"Fib1",21.0625482034763
"932","LMO2",1.3446308,8.64280615528711e-23,9.32336610324934e-22,"Fib1",21.0304272618803
"933","LCP2",2.4283834,9.03037815306116e-23,9.72771694555777e-22,"Fib1",21.0119890748693
"934","TBC1D9B",0.7744707,1.1902402271384e-22,1.27854567296336e-21,"Fib1",20.8932837532367
"935","DENND2A",1.3949977,1.41199624001913e-22,1.51568816347802e-21,"Fib1",20.8193901409278
"936","SPSB1",1.2434112,1.57212759467316e-22,1.68639389105566e-21,"Fib1",20.7730409796919
"937","TMEM71",3.95304,1.72575400994193e-22,1.8472944990794e-21,"Fib1",20.7334638630169
"938","AC004540.1",3.00866,1.72510987946743e-22,1.8472944990794e-21,"Fib1",20.7334638630169
"939","TEX261",0.83178335,1.65984376436253e-22,1.77923603513247e-21,"Fib1",20.7497664341781
"940","HEATR5A",1.429685,1.78564893013285e-22,1.91006914620303e-21,"Fib1",20.7189509106209
"941","ZFPM2",2.191597,2.03621073231717e-22,2.17200551230062e-21,"Fib1",20.6631390768923
"942","RRAGA",0.5876432,2.00829393336712e-22,2.14522306518761e-21,"Fib1",20.6685275422004
"943","SLC17A5",0.97279495,2.49453594164341e-22,2.65163789203918e-21,"Fib1",20.5764857835201
"944","LYPLAL1",1.0061388,2.59534466471019e-22,2.75687689523284e-21,"Fib1",20.5595826263189
"945","RGS9",1.536337,2.70222257973903e-22,2.86841208516426e-21,"Fib1",20.5423584564014
"946","SRPRA",0.63752586,3.14809096675292e-22,3.33706381104447e-21,"Fib1",20.4766354887244
"947","TRPV2",2.3518937,3.57632859558921e-22,3.78575324307867e-21,"Fib1",20.421847696939
"948","TRDN",5.331423,4.05704683515781e-22,4.27979215518201e-21,"Fib1",20.3685773216526
"949","CD14",1.5077769,3.65427748641603e-22,3.8655878535322e-21,"Fib1",20.4127844520349
"950","ATP6V0E2",1.5859832,3.896835436735e-22,4.11931912083925e-21,"Fib1",20.3851745622434
"951","TBCD",1.1275374,4.04748215765301e-22,4.27265307243605e-21,"Fib1",20.3693023692571
"952","ZDHHC9",0.7730684,4.44149749065075e-22,4.67888787377173e-21,"Fib1",20.3298573622422
"953","ARL8B",0.77266055,4.51483942111602e-22,4.75287196123689e-21,"Fib1",20.3230438851114
"954","ATP6AP2",0.5163453,5.13785968109521e-22,5.40501423062875e-21,"Fib1",20.267203158274
"955","RASSF5",1.6961838,5.46017270319708e-22,5.74013338206025e-21,"Fib1",20.2410780158913
"956","PIK3IP1",0.78286505,5.49011835806708e-22,5.76764497382907e-21,"Fib1",20.2390014803712
"957","RNF13",0.660156,5.64006783845896e-22,5.92110214656086e-21,"Fib1",20.2275974467199
"958","RPGRIP1L",1.5925786,5.84068041113667e-22,6.12749953846928e-21,"Fib1",20.2127167127875
"959","AGTRAP",0.8414816,6.55134360422447e-22,6.86834410120307e-21,"Fib1",20.1631479549919
"960","CASP10",1.9912424,7.27954439605654e-22,7.61088573920353e-21,"Fib1",20.1185647979911
"961","C17orf49",0.5203292,7.22310717728434e-22,7.55705220089167e-21,"Fib1",20.1216475778509
"962","PCBP1",0.4495221,9.48336972481265e-22,9.88795034447189e-21,"Fib1",20.0048937231994
"5230","ANTXR1",-0.4813128,9.27640224303934e-22,9.67875985399084e-21,"Fib1",20.0141802855709
"5231","PLEKHH2",-0.9436183,8.7536764625204e-22,9.14585553796164e-21,"Fib1",20.0387756627368
"5232","SMO",-1.6123809,8.90179838700019e-22,9.29425634732932e-21,"Fib1",20.0317853533016
"5233","HIST1H4C",-0.55249035,7.12705768639608e-22,7.46167280052777e-21,"Fib1",20.1271637989887
"5234","FGFR2",-1.166021,6.81335310994683e-22,7.13813228768435e-21,"Fib1",20.1464154077282
"5235","SYNGR1",-1.0585465,4.02177981322433e-22,4.24845689121726e-21,"Fib1",20.371768784143
"5236","FLRT3",-4.87055,4.43041501983496e-22,4.67043405300062e-21,"Fib1",20.3306427558229
"5237","RNF150",-2.1920028,3.32837857319846e-22,3.525726956006e-21,"Fib1",20.4527513239401
"5238","MTRNR2L8",-0.5555481,2.8761664093266e-22,3.05093346544888e-21,"Fib1",20.5155672633191
"5239","IP6K2",-0.78810906,2.2911421055071e-22,2.43713061710453e-21,"Fib1",20.6131211943411
"5240","RBMX",-0.59848446,2.2587106039651e-22,2.40430693209525e-21,"Fib1",20.6190100914087
"5241","COL8A2",-0.66874033,2.07913225829287e-22,2.21624181754526e-21,"Fib1",20.6543828548209
"5242","THBD",-1.756209,2.0896724186537e-22,2.22592372349619e-21,"Fib1",20.6524897218667
"5243","ARHGAP44",-2.2334526,2.02795619927099e-22,2.16471215540632e-21,"Fib1",20.6645998441742
"5244","CHST2",-3.0387764,1.97679757155805e-22,2.11305688632255e-21,"Fib1",20.675088811001
"5245","LMO7-AS1",-1.9835951,1.13876766066357e-22,1.22411513136074e-21,"Fib1",20.9121777336911
"5246","COCH",-1.1305381,1.08682865726553e-22,1.1691061788543e-21,"Fib1",20.9321460441876
"5247","CCND1",-0.6940038,9.56779351243944e-23,1.02993689853779e-21,"Fib1",20.987189382534
"5248","EBPL",-1.0139892,8.73079842810947e-23,9.41164050736572e-22,"Fib1",21.0263346697503
"5249","TCEAL2",-2.9401364,7.95268128499894e-23,8.59103300059115e-22,"Fib1",21.0659546127132
"5250","RFLNA",-3.5875592,7.57454824631591e-23,8.19413770980705e-22,"Fib1",21.0864967416147
"5251","SLC16A3",-3.801023,7.33513350244692e-23,7.94076288092677e-22,"Fib1",21.1001377722503
"5252","ROBO1",-0.83510697,6.1442153238396e-23,6.67042566251953e-22,"Fib1",21.1758464513931
"5253","TAGAP",-3.3172178,6.73510517028506e-23,7.29636393447548e-22,"Fib1",21.1368935120162
"5254","BGN",-0.48394674,5.57011832950958e-23,6.05576921589031e-22,"Fib1",21.2178306840653
"5255","ETS2",-1.2725866,5.73714532045477e-23,6.2329228143632e-22,"Fib1",21.2053082511769
"5256","WNT10A",-5.0981174,5.34946621241391e-23,5.8200211107281e-22,"Fib1",21.2350754400484
"5257","SMARCC1",-0.992787,3.1720600414453e-23,3.46837631589671e-22,"Fib1",21.4598737880554
"5258","EGR2",-2.3554134,2.88093996116187e-23,3.15333213339758e-22,"Fib1",21.5012302835797
"5259","CSDE1",-0.49377388,2.61325410859653e-23,2.87175946106561e-22,"Fib1",21.5418519394669
"5260","SERINC5",-1.3428541,1.92878840508557e-23,2.12723775362326e-22,"Fib1",21.6721839678706
"5261","SSR4",-0.47493035,1.84220746893279e-23,2.0332166971061e-22,"Fib1",21.6918163324578
"5262","SHOX2",-1.1263679,1.23510645746575e-23,1.36910385615307e-22,"Fib1",21.8635636063266
"5263","CCDC88A",-0.84903175,7.74243610330344e-24,8.60114265294255e-23,"Fib1",22.0654438493491
"5264","SSPN",-0.5531946,7.3591890286193e-24,8.18729879185432e-23,"Fib1",22.0868593599359
"5265","ISYNA1",-2.0807154,7.63021089749182e-24,8.48263984419123e-23,"Fib1",22.0714689718762
"5266","CASC15",-1.9053468,4.69108459555628e-24,5.24570404078493e-23,"Fib1",22.2801962156671
"5267","RFTN2",-1.2480215,3.86064924413805e-24,4.32025034463068e-23,"Fib1",22.3644910864857
"5268","TANC1",-1.5044562,3.57250621882322e-24,4.0036707624743e-23,"Fib1",22.3975416434604
"5269","HAPLN3",-2.1369812,1.81896273989662e-24,2.05355919082933e-23,"Fib1",22.687492774729
"5270","COL27A1",-2.5003695,1.32422830389451e-24,1.50390983955306e-23,"Fib1",22.822778199222
"5271","EMILIN3",-3.3951986,1.10500484497951e-24,1.25774582764992e-23,"Fib1",22.9004071146952
"5272","TCF7",-2.6156523,9.49061416138653e-25,1.08185918891925e-23,"Fib1",22.9658292618311
"5273","AHCY",-0.8772377,8.49637168899753e-25,9.69970684225989e-24,"Fib1",23.0132413913743
"5274","COX6C",-0.43279284,7.72995693832449e-25,8.83795600545707e-24,"Fib1",23.0536481646469
"5275","TEAD1",-0.9538468,6.43475236777318e-25,7.36812911677177e-24,"Fib1",23.1326427723049
"5276","SPRY1",-0.5708347,5.46598056177167e-25,6.29659525498207e-24,"Fib1",23.2008942222414
"5277","PYCR1",-1.1153194,5.49016270157466e-25,6.31968615422403e-24,"Fib1",23.1993044889444
"5278","FNBP1L",-1.4718935,4.44847953880576e-25,5.13997919480014e-24,"Fib1",23.2890386389039
"5279","LTC4S",-2.2446425,4.30760457370912e-25,4.984746959349e-24,"Fib1",23.3023568828784
"5280","RAB31",-0.6476296,3.90014398778557e-25,4.51665651352726e-24,"Fib1",23.3451829357729
"5281","EGFL6",-3.8413193,3.83548450114875e-25,4.44514611191556e-24,"Fib1",23.3521139592032
"5282","IGFBP2",-1.9471976,2.37779985458376e-25,2.75994625978472e-24,"Fib1",23.5590993742051
"5283","GGT5",-1.269964,1.38682786703855e-25,1.61831899686889e-24,"Fib1",23.7909358678134
"5284","CDC42EP3",-1.6444932,1.40278470713471e-25,1.6356898016399e-24,"Fib1",23.7862990540934
"5285","LPL",-2.0594373,9.04367335869941e-26,1.06099931301178e-24,"Fib1",23.9742848973006
"5286","H3F3A",-0.76484597,7.36322622176579e-26,8.67849386863213e-25,"Fib1",24.0615556390283
"5287","PGF",-1.6515304,5.61228900668229e-26,6.64041166359969e-25,"Fib1",24.1778049962814
"5288","GLI1",-2.1379158,4.71045487854246e-26,5.58201693326114e-25,"Fib1",24.2532088503965
"5289","HOPX",-3.2359278,4.26811735738684e-26,5.06176185047236e-25,"Fib1",24.2956982917062
"5290","RHOJ",-1.1349236,3.37964041846572e-26,4.02056132336946e-25,"Fib1",24.3957133094469
"5291","NNAT",-7.73268,3.60849225126119e-26,4.28613679144749e-25,"Fib1",24.3679339726262
"5292","PDS5B",-0.9367113,2.37118604701861e-26,2.8318895127607e-25,"Fib1",24.547923694815
"5293","ADGRL3",-3.9542575,2.3626644253673e-26,2.82392011717414e-25,"Fib1",24.549147592734
"5294","SPRED1",-1.2976567,1.7800238883846e-26,2.13588883700509e-25,"Fib1",24.6704213540459
"5295","HNRNPA3",-0.6020254,1.61819245765593e-26,1.94475922822142e-25,"Fib1",24.7111341590311
"5296","IRS2",-1.2451148,1.65558914174111e-26,1.98813869025908e-25,"Fib1",24.7015533230004
"5297","PDE3A",-2.6624367,1.57204527130901e-26,1.89078673379883e-25,"Fib1",24.7233574534699
"5298","ASTN2",-2.3141644,1.53824937886462e-26,1.85159647455926e-25,"Fib1",24.7324536547854
"5299","CPNE2",-1.2148585,1.13206258664975e-26,1.36589699929502e-25,"Fib1",24.8645820490618
"5300","HDAC9",-1.3979926,9.58221323835068e-27,1.15889396053687e-25,"Fib1",24.9359563004131
"5301","TMEM171",-5.274728,9.82417415623099e-27,1.18721724870592e-25,"Fib1",24.9254698022913
"5302","TMEM176B",-0.7266391,6.6293509013106e-27,8.0687916348621e-26,"Fib1",25.0931914994297
"5303","ARHGAP15",-2.488771,5.45359442191928e-27,6.64833637628229e-26,"Fib1",25.1772870152968
"5304","FXYD6",-2.7736166,5.35637545509945e-27,6.53503475053067e-26,"Fib1",25.1847520986843
"5305","ADGRL1",-1.8535209,4.89869072917129e-27,5.98141493909604e-26,"Fib1",25.223196068929
"5306","ASAP1",-1.1388985,4.33688719500459e-27,5.31242597463474e-26,"Fib1",25.2747071085241
"5307","BEX3",-0.65091103,4.11481441068588e-27,5.04444543525095e-26,"Fib1",25.2971865712801
"5308","PARVA",-0.6817524,2.59727367970282e-27,3.20722356163788e-26,"Fib1",25.4938707662326
"5309","FRMD3",-3.6469817,2.55505912072287e-27,3.15764790202604e-26,"Fib1",25.5006362982455
"5310","RPS26",-0.8146594,1.80778176405618e-27,2.24685650495998e-26,"Fib1",25.6484246628252
"5311","KIAA1217",-1.486177,1.77702846478649e-27,2.21043239410534e-26,"Fib1",25.6555227634163
"5312","APOL4",-1.1817309,1.63670938768122e-27,2.03754978784276e-26,"Fib1",25.6908917704058
"5313","FAM198B",-1.0933994,8.15301101461875e-28,1.0249978868173e-26,"Fib1",25.9892770299687
"5314","LEFTY2",-3.7812264,9.41972441559766e-28,1.18036333427608e-26,"Fib1",25.927984289488
"5315","WNT5A",-2.6967626,8.95879575954304e-28,1.12352713651084e-26,"Fib1",25.949416433619
"5316","KRT16",-4.356117,6.23994309664771e-28,7.87077876146109e-27,"Fib1",26.1039822949506
"5317","NEGR1",-0.6612586,4.9777924963878e-28,6.29435268065593e-27,"Fib1",26.201048926664
"5318","COL1A2",-0.2874737,2.90367093399663e-28,3.7053946129322e-27,"Fib1",26.4311655342183
"5319","TOM1L1",-5.206847,3.4387575607224e-28,4.37360713905368e-27,"Fib1",26.3591602302156
"5320","PRRX1",-0.44814155,2.23750109460713e-28,2.86246475880435e-27,"Fib1",26.5432598514297
"5321","HMG20B",-1.0837092,1.87893416187715e-28,2.40576021145628e-27,"Fib1",26.6187476621296
"5322","STARD13",-1.9343959,1.25764293181159e-28,1.61977198848415e-27,"Fib1",26.7905461157737
"5323","FGFBP2",-0.87113905,1.00168207797455e-28,1.29228832272477e-27,"Fib1",26.8886405799952
"5324","MCC",-0.9925998,8.52377163782929e-29,1.10059688730213e-27,"Fib1",26.9583717197907
"5325","WIPF1",-0.69101685,8.23137214890034e-29,1.06374119775341e-27,"Fib1",26.9731640205928
"5326","SBSPON",-4.204597,7.92655783884614e-29,1.02521736654001e-27,"Fib1",26.989184045749
"5327","EEF2",-0.4249769,3.73668089325662e-29,4.86596765937722e-28,"Fib1",27.3128307818418
"5328","A1BG",-1.8730795,3.76202926986293e-29,4.89480384132507e-28,"Fib1",27.3102647078112
"5329","SYNPO",-1.6427212,1.8144664729543e-29,2.36686382360178e-28,"Fib1",27.6258267282811
"5330","EZR",-1.3430874,1.55249343125182e-29,2.03046460822553e-28,"Fib1",27.6924045760268
"5331","SART3",-1.1352057,1.29643162669514e-29,1.69836990546897e-28,"Fib1",27.7699677143228
"5332","FZD1",-0.93080205,8.95862845274358e-30,1.17562757401768e-28,"Fib1",27.9297302362237
"5333","GJA1",-0.63390726,7.50781982994693e-30,9.8863748191758e-29,"Fib1",28.0049629282861
"5334","COL24A1",-2.823411,7.63019910198797e-30,1.00388709115303e-28,"Fib1",27.9983151302654
"5335","ZBTB20",-0.54951924,6.2635798345169e-30,8.26219188015938e-29,"Fib1",28.082904723239
"5336","UNC5B",-2.2797947,5.88093691553949e-30,7.76415828736955e-29,"Fib1",28.1099056192612
"5337","SNHG7",-1.035247,5.04892329210907e-30,6.68304187928648e-29,"Fib1",28.1750258173611
"5338","NR2F1",-3.2328022,2.34423734884119e-30,3.12462700729051e-29,"Fib1",28.5052018177899
"5339","ZC2HC1C",-4.1027265,2.06343795084631e-30,2.752752375474e-29,"Fib1",28.560232853918
"5340","LINC02544",-5.700025,1.86283438477732e-30,2.48948339697931e-29,"Fib1",28.6038907658032
"5341","ITGA8",-3.7531822,1.04306199127458e-30,1.40006783099465e-29,"Fib1",28.8538509229553
"5342","MYL6B",-1.0474749,8.11159557970973e-31,1.09070970493016e-29,"Fib1",28.9622908225765
"5343","RGS2",-1.5320919,7.51098832130719e-31,1.01173145156938e-29,"Fib1",28.9949347489378
"5344","LINC01615",-2.4174206,7.19717348824111e-31,9.71173366014868e-30,"Fib1",29.0127032364329
"5345","BEX5",-2.5823898,5.81036924139421e-31,7.86123916406525e-30,"Fib1",29.1045089908946
"5346","TOX",-2.9735072,2.24672250208347e-31,3.05598274437444e-30,"Fib1",29.5148491023359
"5347","JMJD1C",-0.8099824,1.40194755497436e-31,1.91203115198512e-30,"Fib1",29.71850503621
"5348","HNRNPA1P48",-1.3201247,1.14029680120867e-31,1.55796365281417e-30,"Fib1",29.8074426786059
"5349","PARD6G",-2.5011697,5.6537861670721e-32,7.80140774182714e-31,"Fib1",30.1078270230347
"5350","NR2F1-AS1",-3.1636972,4.28549616837222e-32,5.92943423658385e-31,"Fib1",30.2269867433392
"5351","HES4",-3.6137304,4.23926450531037e-32,5.87078561365511e-31,"Fib1",30.2313037786764
"5352","RSL1D1",-0.61874175,3.1436882362947e-32,4.35751704259543e-31,"Fib1",30.3607609056544
"5353","NONO",-0.6957115,2.6815169056409e-32,3.72026982140461e-31,"Fib1",30.429425560737
"5354","GADD45B",-0.87146217,8.01502740860588e-33,1.11910003351421e-31,"Fib1",30.951131091254
"5355","AK5",-3.1507866,6.94553783573444e-33,9.73331104961867e-32,"Fib1",31.011739397556
"5356","FZD2",-3.5851226,5.83039699777002e-33,8.19312917579918e-32,"Fib1",31.0865501978448
"5357","PCDH19",-4.131397,3.78733338089284e-33,5.35166673387032e-32,"Fib1",31.2715109393635
"5358","DAAM2",-1.2072347,2.09808108498294e-33,2.97569067531238e-32,"Fib1",31.5264122159309
"5359","MARCKS",-0.6495043,1.80306156397325e-33,2.56202468741315e-32,"Fib1",31.5914166897531
"5360","HEY2",-3.264788,2.2864881859355e-33,3.23689592587254e-32,"Fib1",31.4898712640036
"5361","BCL11B",-2.1673458,1.59009877852481e-33,2.26152316964306e-32,"Fib1",31.6455989584834
"5362","NOP53",-0.58033764,1.15008902659787e-33,1.63724230021272e-32,"Fib1",31.785887043338
"5363","TLL1",-3.6397362,1.05218772570991e-33,1.50066923531456e-32,"Fib1",31.8237150206864
"5364","UQCRH",-0.6348874,5.93232618210509e-34,8.47673362316701e-33,"Fib1",32.0717714641007
"5365","C4orf48",-1.9072322,4.42294953155093e-34,6.34371399947797e-33,"Fib1",32.1976564050171
"5366","RPL17",-0.7713026,2.47640283139976e-34,3.5685899292105e-33,"Fib1",32.4475033544576
"5367","COL6A1",-0.4009123,2.34543876570063e-34,3.38305733201862e-33,"Fib1",32.470690642245
"5368","NREP",-0.8905497,2.32125755179294e-34,3.35451363326747e-33,"Fib1",32.4743704387439
"5369","JAG1",-1.2897601,2.34014376015082e-34,3.37861020191907e-33,"Fib1",32.4712619108948
"5370","DCXR",-1.6359397,2.00384909287211e-34,2.89856012250203e-33,"Fib1",32.5378176869785
"5371","ARID5B",-0.7418993,1.20437007203985e-34,1.74708004277385e-33,"Fib1",32.7576871972846
"5372","RNF152",-2.3881474,1.01837250656863e-34,1.48290181485566e-33,"Fib1",32.8288876033061
"5373","KANK2",-0.69887555,7.88637177752256e-35,1.15056665617629e-33,"Fib1",32.939088216134
"5374","BCL11A",-4.2054663,1.08179877881845e-34,1.57375965204304e-33,"Fib1",32.8030615932995
"5375","PDGFRA",-0.6255924,6.33794504098217e-35,9.28208154372029e-34,"Fib1",33.0323546205935
"5376","LIMCH1",-0.9129253,5.19457669133022e-35,7.62953451539126e-34,"Fib1",33.117501957925
"5377","ROR2",-1.5055732,4.63143454191539e-35,6.80896656667542e-34,"Fib1",33.1669187982852
"5378","RNASET2",-1.1583012,8.08447058708226e-36,1.19545293531154e-34,"Fib1",33.9224675172787
"5379","EPHB4",-3.2957852,2.8808962471061e-36,4.28487732955654e-35,"Fib1",34.3680616068468
"5380","ENHO",-1.5806023,2.00330483602031e-36,2.98541281660587e-35,"Fib1",34.5249956070546
"5381","ANKRD50",-1.3405355,1.458118721622e-36,2.17933106387242e-35,"Fib1",34.6616767907305
"5382","ST13",-0.6395744,1.30676912041487e-36,1.95695081513109e-35,"Fib1",34.7084200895109
"5383","PRICKLE1",-1.354236,9.31629933107535e-37,1.40065425474583e-35,"Fib1",34.8536690551404
"5384","HS3ST6",-4.119963,6.03025586058068e-37,9.10199192394959e-36,"Fib1",35.0408635541719
"5385","SUB1",-0.6850214,3.81922879468343e-37,5.78757141257832e-36,"Fib1",35.2375036372012
"5386","CXCR4",-3.1335845,2.9503958645624e-37,4.48877458477994e-36,"Fib1",35.3478722032515
"5387","FGF10",-2.6835923,2.02156629629061e-37,3.0879425175839e-36,"Fib1",35.5103307927043
"5388","SOX2",-7.4261165,2.1817028979365e-37,3.32922195464336e-36,"Fib1",35.4776572500631
"5389","ABI2",-1.2671603,1.1142411464185e-37,1.70883870597817e-36,"Fib1",35.7672989275715
"5390","PREX2",-1.8872968,1.19207330135456e-37,1.82637108106228e-36,"Fib1",35.7384109781245
"5391","EIF4A2",-0.75210994,8.58962461214532e-38,1.3239809884008e-36,"Fib1",35.8781182510685
"5392","RPL10",-0.60210794,6.56436535820353e-38,1.01488543366962e-36,"Fib1",35.9935829807393
"5393","EEF1D",-0.59766513,3.97214603132419e-38,6.17866910676956e-37,"Fib1",36.2091050624245
"5394","CALD1",-0.53915524,3.45141736979002e-38,5.37414886070771e-37,"Fib1",36.269690308039
"5395","SLC44A1",-0.71754384,2.54210005479452e-38,3.97040678292293e-37,"Fib1",36.4011649958745
"5396","MMP16",-1.6461129,2.65953231170498e-38,4.14534245523403e-37,"Fib1",36.3824395856746
"5397","TSC22D1",-0.7308711,8.63745353663099e-39,1.36298659888469e-37,"Fib1",36.8655084142013
"5398","MICAL2",-1.7641784,8.7050821189653e-39,1.37224075714339e-37,"Fib1",36.8625696857678
"5399","TGFB3",-1.3775836,6.19677170813727e-39,9.81905475537311e-38,"Fib1",37.0079303181483
"5400","VSTM4",-0.9918802,2.19187712480183e-39,3.49487714836617e-38,"Fib1",37.4565680859339
"5401","SERPINE2",-1.0456154,2.11061334843575e-39,3.36882120139562e-38,"Fib1",37.472522038383
"5402","EPB41L4A-AS1",-0.9873417,1.48316989354552e-39,2.37977102141888e-38,"Fib1",37.6234648282033
"5403","ID4",-1.543797,1.48162805665141e-39,2.37977102141888e-38,"Fib1",37.6234648282033
"5404","EVA1A",-3.940423,8.3392391667697e-40,1.3508152520934e-38,"Fib1",37.8694040443776
"5405","TPT1",-0.4209357,3.59400989196797e-40,5.8589648985924e-39,"Fib1",38.2321791038688
"5406","SGIP1",-3.1877086,2.13313147260835e-40,3.48860634305059e-39,"Fib1",38.4573480339014
"5407","FMNL3",-2.2406824,1.60337356840996e-40,2.63066930799808e-39,"Fib1",38.5799337420846
"5408","CHD3",-1.195357,9.76031387436566e-41,1.60656028481612e-39,"Fib1",38.7941029732735
"5409","LDOC1",-1.4516826,5.16452289227907e-41,8.52844185725004e-40,"Fib1",39.0691303070048
"5410","PTMS",-0.7893893,9.84139372876562e-42,1.64292119351798e-40,"Fib1",39.7843832679959
"5411","CARD16",-2.6546564,1.30257394890239e-41,2.16505082366529e-40,"Fib1",39.6645319043091
"5412","CD200",-3.3587089,8.19934890604771e-42,1.3702960015304e-40,"Fib1",39.8631856095254
"5413","FOSL2",-1.264645,6.0189207062939e-42,1.00920981107178e-40,"Fib1",39.9960185361235
"5414","HMGB3",-2.973403,5.67468241989945e-42,9.5253597762598e-41,"Fib1",40.021118611884
"5415","MAGED1",-0.7910483,3.35387838720949e-42,5.65457973119481e-41,"Fib1",40.2475996678748
"5416","LMO7",-1.8252388,2.52096535374559e-42,4.25970639142299e-41,"Fib1",40.3706203344605
"5417","CERS6",-2.6701102,8.49899455759934e-43,1.44890783334073e-41,"Fib1",40.8389592396114
"5418","LDHB",-0.76313883,5.31906467556157e-43,9.11882299878822e-42,"Fib1",41.0400612140969
"5419","EFNB3",-5.4884496,5.91237651957186e-43,1.01246133785269e-41,"Fib1",40.9946215518939
"5420","VIPR2",-3.640138,1.19599646281782e-43,2.06661153501609e-42,"Fib1",41.6847411508783
"5421","RUNX3",-3.700276,6.58659346309489e-44,1.14720883864053e-42,"Fib1",41.9403575156529
"5422","RNF24",-1.3267629,3.92909406235522e-44,6.87478943900069e-43,"Fib1",42.1627405988621
"5423","GLI2",-1.8295219,3.98519308265125e-44,6.96496845966794e-43,"Fib1",42.1570808459052
"5424","PODNL1",-2.2458534,1.86854581317684e-44,3.27692735892953e-43,"Fib1",42.4845331857051
"5425","PRKG1",-1.8030127,1.54705745174663e-44,2.7225002967085e-43,"Fib1",42.5650320642411
"5426","MPP6",-1.3859003,9.87204813668618e-45,1.74734108097197e-43,"Fib1",42.7576223124609
"5427","SOCS3",-1.6807477,9.80875934333024e-45,1.73815312029431e-43,"Fib1",42.7599119676056
"5428","SERTAD4",-1.5771751,8.22701446064858e-45,1.46295280426551e-43,"Fib1",42.834769684249
"5429","UBA52",-0.4787683,6.52791354595907e-45,1.16488176886127e-43,"Fib1",42.9337181516653
"5430","RPS10",-0.60806453,4.01559181915091e-45,7.1740543903544e-44,"Fib1",43.1442353350282
"5431","FOXO3",-1.0330079,3.29932812143828e-45,5.90823412133292e-44,"Fib1",43.2285423035449
"5432","NES",-1.7844281,2.39224159119929e-45,4.29899885947873e-44,"Fib1",43.366632670101
"5433","MYLK",-1.9755772,2.52308602158494e-45,4.52880599056521e-44,"Fib1",43.3440162836517
"5434","TRIB2",-2.52092,1.69088205944047e-45,3.04937703163556e-44,"Fib1",43.5157888751966
"5435","CYP26B1",-1.5381043,1.13261216189947e-45,2.04619594357064e-44,"Fib1",43.6890527806254
"5436","LINC01579",-3.9674778,3.16319659166812e-46,5.80743124251569e-45,"Fib1",44.2360159233569
"5437","PLP1",-1.3352951,1.15968175570408e-46,2.1471683416218e-45,"Fib1",44.6681339048086
"5438","VCAM1",-1.4606869,8.17331944165431e-47,1.51882548018576e-45,"Fib1",44.8184921256412
"5439","KLK4",-4.4540195,7.93070874701888e-47,1.47553685883938e-45,"Fib1",44.8310499373734
"5440","PTPRK",-1.6139343,3.47869428759499e-47,6.49597252359578e-46,"Fib1",45.1873558207244
"5441","HMGN1",-0.91604406,1.93320446641928e-47,3.63666234292544e-46,"Fib1",45.4392970204773
"5442","TSPAN13",-3.2582965,2.51574036757243e-47,4.70930565130746e-46,"Fib1",45.3270431213287
"5443","SH3PXD2A",-1.2011417,1.5943491991833e-47,3.01034413072002e-46,"Fib1",45.5213838547284
"5444","HSPA2",-2.0081456,1.80691596981862e-47,3.40328501097156e-46,"Fib1",45.4681016790238
"5445","IER2",-1.2148458,1.19183883683631e-47,2.25872682787527e-46,"Fib1",45.6461362898057
"5446","SLC38A2",-0.948688,1.94481060252909e-48,3.72267944281101e-47,"Fib1",46.42914435895
"5447","EPHA3",-3.574492,1.58656080668341e-48,3.04456235202124e-47,"Fib1",46.5164751272552
"5448","PRDM1",-3.3363156,1.28545946473434e-48,2.47297145136234e-47,"Fib1",46.6067808972203
